Start (s),End (s),Scientific name,Common name,Confidence,File
24.0,27.0,Anodorhynchus hyacinthinus,Hyacinth Macaw,0.3782,359553_source0.wav
27.0,30.0,Anthracoceros malayanus,Anthracoceros malayanus,0.9767,359553_source0.wav
27.0,30.0,Anthracoceros malayanus,Black Hornbill,0.9579,359553_source0.wav
30.0,33.0,Anthracoceros malayanus,Black Hornbill,0.9993,359553_source0.wav
30.0,33.0,Anthracoceros malayanus,Anthracoceros malayanus,0.9905,359553_source0.wav
30.0,33.0,Anodorhynchus hyacinthinus,Hyacinth Macaw,0.2997,359553_source0.wav
33.0,36.0,Anthracoceros malayanus,Black Hornbill,0.9953,359553_source0.wav
33.0,36.0,Anthracoceros malayanus,Anthracoceros malayanus,0.9828,359553_source0.wav
36.0,39.0,Anthracoceros malayanus,Anthracoceros malayanus,0.8648,359553_source0.wav
36.0,39.0,Anthracoceros malayanus,Black Hornbill,0.7399,359553_source0.wav
39.0,42.0,Anthracoceros malayanus,Black Hornbill,0.9807,359553_source0.wav
39.0,42.0,Anthracoceros malayanus,Anthracoceros malayanus,0.9796,359553_source0.wav
42.0,45.0,Anodorhynchus hyacinthinus,Hyacinth Macaw,0.7420,359553_source0.wav
42.0,45.0,Anthracoceros malayanus,Anthracoceros malayanus,0.6535,359553_source0.wav
42.0,45.0,Anthracoceros malayanus,Black Hornbill,0.2919,359553_source0.wav
45.0,48.0,Anthracoceros malayanus,Black Hornbill,0.9881,359553_source0.wav
45.0,48.0,Anthracoceros malayanus,Anthracoceros malayanus,0.9848,359553_source0.wav
48.0,51.0,Anthracoceros malayanus,Anthracoceros malayanus,0.8063,359553_source0.wav
48.0,51.0,Anodorhynchus hyacinthinus,Hyacinth Macaw,0.7295,359553_source0.wav
51.0,54.0,Anthracoceros malayanus,Black Hornbill,0.9885,359553_source0.wav
51.0,54.0,Anthracoceros malayanus,Anthracoceros malayanus,0.9523,359553_source0.wav
51.0,54.0,Anodorhynchus hyacinthinus,Hyacinth Macaw,0.8030,359553_source0.wav
54.0,57.0,Anthracoceros malayanus,Black Hornbill,0.9543,359553_source0.wav
54.0,57.0,Anthracoceros malayanus,Anthracoceros malayanus,0.8950,359553_source0.wav
57.0,60.0,Anthracoceros malayanus,Black Hornbill,0.9985,359553_source0.wav
57.0,60.0,Anthracoceros malayanus,Anthracoceros malayanus,0.9696,359553_source0.wav
57.0,60.0,Anodorhynchus hyacinthinus,Hyacinth Macaw,0.2763,359553_source0.wav
60.0,63.0,Anthracoceros malayanus,Black Hornbill,0.9229,359553_source0.wav
60.0,63.0,Anthracoceros malayanus,Anthracoceros malayanus,0.7601,359553_source0.wav
60.0,63.0,Anodorhynchus hyacinthinus,Hyacinth Macaw,0.6462,359553_source0.wav
60.0,63.0,Ciccaba virgata,Mottled Owl,0.5474,359584_source1.wav
66.0,69.0,Ciccaba huhula,Black-banded Owl,0.3531,359584_source1.wav
87.0,90.0,Megascops choliba,Tropical Screech-Owl,0.3040,359584_source1.wav
9.0,12.0,Malacopteron affine,Sooty-capped Babbler,0.2867,359617_source1.wav
60.0,63.0,Polyplectron malacense,Polyplectron malacense,0.2840,359617_source1.wav
3.0,6.0,Dendrocitta leucogastra,White-bellied Treepie,0.7872,359677_source0.wav
3.0,6.0,Dendrocitta cinerascens,Dendrocitta cinerascens,0.6631,359677_source0.wav
3.0,6.0,Dendrocitta cinerascens,Bornean Treepie,0.3491,359677_source0.wav
6.0,9.0,Habia fuscicauda,Red-throated Ant-Tanager,0.2963,359677_source0.wav
9.0,12.0,Dendrocitta cinerascens,Dendrocitta cinerascens,0.7750,359677_source0.wav
9.0,12.0,Dendrocitta cinerascens,Bornean Treepie,0.3736,359677_source0.wav
0.0,3.0,Pterorhinus treacheri,Pterorhinus treacheri,0.8719,359752_source0.wav
0.0,3.0,Pterorhinus treacheri,Chestnut-hooded Laughingthrush,0.3204,359752_source0.wav
0.0,3.0,Malacocincla abbotti,Malacocincla abbotti,0.2603,359752_source0.wav
3.0,6.0,Pterorhinus treacheri,Pterorhinus treacheri,0.9708,359752_source0.wav
3.0,6.0,Pterorhinus treacheri,Chestnut-hooded Laughingthrush,0.8590,359752_source0.wav
6.0,9.0,Pterorhinus treacheri,Pterorhinus treacheri,0.7698,359752_source0.wav
6.0,9.0,Cossypha natalensis,Red-capped Robin-Chat,0.3009,359752_source0.wav
9.0,12.0,Pterorhinus treacheri,Pterorhinus treacheri,0.9415,359752_source0.wav
9.0,12.0,Pterorhinus treacheri,Chestnut-hooded Laughingthrush,0.7521,359752_source0.wav
12.0,15.0,Pterorhinus treacheri,Pterorhinus treacheri,0.6358,359752_source0.wav
12.0,15.0,Laniarius ferrugineus,Southern Boubou,0.6312,359752_source0.wav
12.0,15.0,Pterorhinus treacheri,Chestnut-hooded Laughingthrush,0.4191,359752_source0.wav
15.0,18.0,Pterorhinus treacheri,Pterorhinus treacheri,0.7833,359752_source0.wav
15.0,18.0,Malacocincla abbotti,Malacocincla abbotti,0.4950,359752_source0.wav
15.0,18.0,Malacocincla abbotti,Abbott's Babbler,0.4611,359752_source0.wav
15.0,18.0,Pterorhinus treacheri,Chestnut-hooded Laughingthrush,0.3268,359752_source0.wav
18.0,21.0,Pterorhinus treacheri,Pterorhinus treacheri,0.8661,359752_source0.wav
18.0,21.0,Pterorhinus treacheri,Chestnut-hooded Laughingthrush,0.6831,359752_source0.wav
21.0,24.0,Pterorhinus treacheri,Pterorhinus treacheri,0.6860,359752_source0.wav
24.0,27.0,Pterorhinus treacheri,Pterorhinus treacheri,0.9477,359752_source0.wav
24.0,27.0,Pterorhinus treacheri,Chestnut-hooded Laughingthrush,0.7332,359752_source0.wav
3.0,6.0,Haematortyx sanguiniceps,Crimson-headed Partridge,0.5235,359767_source0.wav
3.0,6.0,Corvus enca,Corvus enca,0.2881,359767_source0.wav
6.0,9.0,Haematortyx sanguiniceps,Crimson-headed Partridge,0.9994,359767_source0.wav
6.0,9.0,Haematortyx sanguiniceps,Haematortyx sanguiniceps,0.9947,359767_source0.wav
9.0,12.0,Haematortyx sanguiniceps,Crimson-headed Partridge,0.9966,359767_source0.wav
9.0,12.0,Haematortyx sanguiniceps,Haematortyx sanguiniceps,0.9642,359767_source0.wav
12.0,15.0,Haematortyx sanguiniceps,Crimson-headed Partridge,0.5681,359767_source0.wav
15.0,18.0,Haematortyx sanguiniceps,Crimson-headed Partridge,0.9661,359767_source0.wav
15.0,18.0,Haematortyx sanguiniceps,Haematortyx sanguiniceps,0.7458,359767_source0.wav
18.0,21.0,Haematortyx sanguiniceps,Crimson-headed Partridge,0.9817,359767_source0.wav
18.0,21.0,Haematortyx sanguiniceps,Haematortyx sanguiniceps,0.8429,359767_source0.wav
21.0,24.0,Haematortyx sanguiniceps,Crimson-headed Partridge,0.9668,359767_source0.wav
21.0,24.0,Haematortyx sanguiniceps,Haematortyx sanguiniceps,0.7155,359767_source0.wav
24.0,27.0,Haematortyx sanguiniceps,Crimson-headed Partridge,0.9041,359767_source0.wav
24.0,27.0,Haematortyx sanguiniceps,Haematortyx sanguiniceps,0.3913,359767_source0.wav
27.0,30.0,Haematortyx sanguiniceps,Crimson-headed Partridge,0.7773,359767_source0.wav
27.0,30.0,Haematortyx sanguiniceps,Haematortyx sanguiniceps,0.6460,359767_source0.wav
6.0,9.0,Human whistle,Human whistle,0.4287,359894_source0.wav
6.0,9.0,Turdinus macrodactylus,Turdinus macrodactylus,0.4259,359894_source0.wav
9.0,12.0,Turdinus atrigularis,Turdinus atrigularis,0.3362,359894_source0.wav
12.0,15.0,Turdinus atrigularis,Turdinus atrigularis,0.3252,359894_source0.wav
12.0,15.0,Hierococcyx varius,Common Hawk-Cuckoo,0.3138,359894_source0.wav
12.0,15.0,Human whistle,Human whistle,0.2889,359894_source0.wav
18.0,21.0,Human whistle,Human whistle,0.6353,359894_source0.wav
21.0,24.0,Human whistle,Human whistle,0.6848,359894_source0.wav
21.0,24.0,Turdinus atrigularis,Turdinus atrigularis,0.2980,359894_source0.wav
24.0,27.0,Turdinus atrigularis,Black-throated Wren-Babbler,0.8823,359894_source0.wav
24.0,27.0,Turdinus atrigularis,Turdinus atrigularis,0.6755,359894_source0.wav
6.0,9.0,Gypsophila crassa,Gypsophila crassa,0.6934,359896_source0.wav
12.0,15.0,Pogonocichla stellata,White-starred Robin,0.2661,359896_source0.wav
15.0,18.0,Alcippe poioicephala,Brown-cheeked Fulvetta,0.4155,359896_source0.wav
18.0,21.0,Gypsophila crassa,Gypsophila crassa,0.4488,359896_source0.wav
24.0,27.0,Gypsophila crassa,Gypsophila crassa,0.3864,359896_source0.wav
27.0,30.0,Geokichla citrina,Orange-headed Thrush,0.2849,359896_source0.wav
30.0,33.0,Gypsophila crassa,Gypsophila crassa,0.4779,359896_source0.wav
39.0,42.0,Geokichla peronii,Orange-banded Thrush,0.3768,359896_source0.wav
39.0,42.0,Gypsophila crassa,Gypsophila crassa,0.3530,359896_source0.wav
39.0,42.0,Geokichla citrina,Orange-headed Thrush,0.2755,359896_source0.wav
39.0,42.0,Cyornis concretus,White-tailed Flycatcher,0.2526,359896_source0.wav
0.0,3.0,Gypsophila crassa,Gypsophila crassa,0.7257,359898_source0.wav
6.0,9.0,Gypsophila crassa,Gypsophila crassa,0.7268,359898_source0.wav
9.0,12.0,Gypsophila crassa,Gypsophila crassa,0.9398,359898_source0.wav
12.0,15.0,Gypsophila crassa,Gypsophila crassa,0.8117,359898_source0.wav
12.0,15.0,Ficedula narcissina,Narcissus Flycatcher,0.4064,359898_source0.wav
15.0,18.0,Gypsophila crassa,Gypsophila crassa,0.8827,359898_source0.wav
15.0,18.0,Ficedula narcissina,Narcissus Flycatcher,0.4566,359898_source0.wav
18.0,21.0,Gypsophila crassa,Gypsophila crassa,0.9735,359898_source0.wav
18.0,21.0,Myrmoderus ferrugineus,Ferruginous-backed Antbird,0.3195,359898_source0.wav
21.0,24.0,Gypsophila crassa,Gypsophila crassa,0.9910,359898_source0.wav
24.0,27.0,Gypsophila crassa,Gypsophila crassa,0.9668,359898_source0.wav
27.0,30.0,Gypsophila crassa,Gypsophila crassa,0.9889,359898_source0.wav
30.0,33.0,Gypsophila crassa,Gypsophila crassa,0.9384,359898_source0.wav
33.0,36.0,Gypsophila crassa,Gypsophila crassa,0.9464,359898_source0.wav
33.0,36.0,Ficedula narcissina,Narcissus Flycatcher,0.3379,359898_source0.wav
36.0,39.0,Gypsophila crassa,Gypsophila crassa,0.7427,359898_source0.wav
39.0,42.0,Gypsophila crassa,Gypsophila crassa,0.9738,359898_source0.wav
42.0,45.0,Gypsophila crassa,Gypsophila crassa,0.9452,359898_source0.wav
45.0,48.0,Gypsophila crassa,Gypsophila crassa,0.9863,359898_source0.wav
48.0,51.0,Gypsophila crassa,Gypsophila crassa,0.9923,359898_source0.wav
51.0,54.0,Gypsophila crassa,Gypsophila crassa,0.8758,359898_source0.wav
54.0,57.0,Gypsophila crassa,Gypsophila crassa,0.9880,359898_source0.wav
57.0,60.0,Gypsophila crassa,Gypsophila crassa,0.9880,359898_source0.wav
57.0,60.0,Ficedula narcissina,Narcissus Flycatcher,0.3416,359898_source0.wav
60.0,63.0,Gypsophila crassa,Gypsophila crassa,0.9564,359898_source0.wav
63.0,66.0,Gypsophila crassa,Gypsophila crassa,0.9363,359898_source0.wav
66.0,69.0,Gypsophila crassa,Gypsophila crassa,0.9760,359898_source0.wav
69.0,72.0,Gypsophila crassa,Gypsophila crassa,0.9728,359898_source0.wav
72.0,75.0,Gypsophila crassa,Gypsophila crassa,0.5088,359898_source0.wav
75.0,78.0,Gypsophila crassa,Gypsophila crassa,0.9744,359898_source0.wav
78.0,81.0,Gypsophila crassa,Gypsophila crassa,0.9058,359898_source0.wav
81.0,84.0,Gypsophila crassa,Gypsophila crassa,0.9894,359898_source0.wav
84.0,87.0,Gypsophila crassa,Gypsophila crassa,0.9710,359898_source0.wav
87.0,90.0,Gypsophila crassa,Gypsophila crassa,0.9646,359898_source0.wav
90.0,93.0,Gypsophila crassa,Gypsophila crassa,0.9797,359898_source0.wav
93.0,96.0,Gypsophila crassa,Gypsophila crassa,0.9675,359898_source0.wav
96.0,99.0,Gypsophila crassa,Gypsophila crassa,0.8973,359898_source0.wav
99.0,102.0,Gypsophila crassa,Gypsophila crassa,0.9652,359898_source0.wav
99.0,102.0,Cercotrichas leucophrys,Red-backed Scrub-Robin,0.3680,359898_source0.wav
102.0,105.0,Gypsophila crassa,Gypsophila crassa,0.9894,359898_source0.wav
105.0,108.0,Gypsophila crassa,Gypsophila crassa,0.9858,359898_source0.wav
108.0,111.0,Gypsophila crassa,Gypsophila crassa,0.9249,359898_source0.wav
111.0,114.0,Gypsophila crassa,Gypsophila crassa,0.9804,359898_source0.wav
114.0,117.0,Gypsophila crassa,Gypsophila crassa,0.9962,359898_source0.wav
117.0,120.0,Gypsophila crassa,Gypsophila crassa,0.9842,359898_source0.wav
120.0,123.0,Gypsophila crassa,Gypsophila crassa,0.9856,359898_source0.wav
123.0,126.0,Gypsophila crassa,Gypsophila crassa,0.9798,359898_source0.wav
126.0,128.08,Phyllergates cucullatus,Mountain Tailorbird,0.8608,359898_source0.wav
126.0,128.08,Phyllergates cucullatus,Phyllergates cucullatus,0.3849,359898_source0.wav
126.0,128.08,Myiomela leucura,White-tailed Robin,0.2595,359898_source0.wav
6.0,9.0,Cochlearius cochlearius,Boat-billed Heron,0.2568,366137_source0.wav
12.0,15.0,Polyplectron malacense,Polyplectron malacense,0.3572,366137_source0.wav
15.0,18.0,Ortalis guttata,Speckled Chachalaca,0.5560,366137_source0.wav
27.0,30.0,Anodorhynchus hyacinthinus,Hyacinth Macaw,0.2880,366137_source0.wav
75.0,78.0,Ara ararauna,Blue-and-yellow Macaw,0.2687,366137_source0.wav
84.0,87.0,Cochlearius cochlearius,Boat-billed Heron,0.2727,366137_source0.wav
99.0,102.0,Ibycter americanus,Red-throated Caracara,0.4675,366137_source0.wav
108.0,111.0,Cochlearius cochlearius,Boat-billed Heron,0.3757,366137_source0.wav
3.0,6.0,Rollulus rouloul,Crested Partridge,0.6074,368647_source0.wav
3.0,6.0,Rollulus rouloul,Rollulus rouloul,0.3229,368647_source0.wav
6.0,9.0,Grallaria rufocinerea,Bicolored Antpitta,0.6391,368647_source0.wav
0.0,3.0,Gypsophila crassa,Gypsophila crassa,0.6185,380658_source0.wav
3.0,6.0,Gypsophila crassa,Gypsophila crassa,0.5050,380658_source0.wav
6.0,9.0,Gypsophila crassa,Gypsophila crassa,0.4090,380658_source0.wav
9.0,12.0,Gypsophila crassa,Gypsophila crassa,0.7074,380658_source0.wav
12.0,15.0,Gypsophila crassa,Gypsophila crassa,0.8400,380658_source0.wav
15.0,18.0,Gypsophila crassa,Gypsophila crassa,0.5134,380658_source0.wav
18.0,21.0,Gypsophila crassa,Gypsophila crassa,0.5499,380658_source0.wav
21.0,24.0,Gypsophila crassa,Gypsophila crassa,0.5409,380658_source0.wav
0.0,3.0,Stachyris maculata,Stachyris maculata,0.3456,382523_source0.wav
3.0,6.0,Pomatorhinus montanus,Chestnut-backed Scimitar-Babbler,0.3719,382523_source0.wav
3.0,6.0,Pomatorhinus bornensis,Pomatorhinus bornensis,0.3380,382523_source0.wav
3.0,6.0,Cyphorhinus phaeocephalus,Song Wren,0.2950,382523_source0.wav
15.0,18.0,Monasa nigrifrons,Black-fronted Nunbird,0.8122,382523_source0.wav
15.0,18.0,Mulleripicus pulverulentus,Mulleripicus pulverulentus,0.2755,382523_source0.wav
18.0,20.12,Monasa nigrifrons,Black-fronted Nunbird,0.3826,382523_source0.wav
0.0,3.0,Calyptomena whiteheadi,Whitehead's Broadbill,0.9690,398448_source0.wav
0.0,3.0,Calyptomena whiteheadi,Calyptomena whiteheadi,0.9385,398448_source0.wav
0.0,3.0,Blythipicus rubiginosus,Blythipicus rubiginosus,0.2671,398448_source0.wav
6.0,9.0,Calyptomena whiteheadi,Whitehead's Broadbill,0.9684,398448_source0.wav
6.0,9.0,Calyptomena whiteheadi,Calyptomena whiteheadi,0.9344,398448_source0.wav
6.0,9.0,Dryocopus lineatus,Lineated Woodpecker,0.2711,398448_source0.wav
12.0,15.0,Calyptomena whiteheadi,Whitehead's Broadbill,0.9924,398448_source0.wav
12.0,15.0,Calyptomena whiteheadi,Calyptomena whiteheadi,0.9823,398448_source0.wav
15.0,18.0,Calyptomena whiteheadi,Whitehead's Broadbill,0.9641,398448_source0.wav
15.0,18.0,Calyptomena whiteheadi,Calyptomena whiteheadi,0.9422,398448_source0.wav
18.0,21.0,Calyptomena whiteheadi,Calyptomena whiteheadi,0.8224,398448_source0.wav
18.0,21.0,Calyptomena whiteheadi,Whitehead's Broadbill,0.8036,398448_source0.wav
21.0,24.0,Calyptomena whiteheadi,Calyptomena whiteheadi,0.9876,398448_source0.wav
21.0,24.0,Calyptomena whiteheadi,Whitehead's Broadbill,0.9594,398448_source0.wav
24.0,27.0,Calyptomena whiteheadi,Whitehead's Broadbill,0.8690,398448_source0.wav
24.0,27.0,Calyptomena whiteheadi,Calyptomena whiteheadi,0.8379,398448_source0.wav
30.0,33.0,Calyptomena whiteheadi,Whitehead's Broadbill,0.9861,398448_source0.wav
30.0,33.0,Calyptomena whiteheadi,Calyptomena whiteheadi,0.9750,398448_source0.wav
33.0,36.0,Calyptomena whiteheadi,Calyptomena whiteheadi,0.8779,398448_source0.wav
33.0,36.0,Calyptomena whiteheadi,Whitehead's Broadbill,0.8252,398448_source0.wav
39.0,42.0,Calyptomena whiteheadi,Calyptomena whiteheadi,0.8039,398448_source0.wav
39.0,42.0,Calyptomena whiteheadi,Whitehead's Broadbill,0.7050,398448_source0.wav
54.0,57.0,Blythipicus pyrrhotis,Bay Woodpecker,0.4447,398448_source0.wav
54.0,57.0,Gecinulus grantia,Pale-headed Woodpecker,0.3755,398448_source0.wav
3.0,6.0,Strix leptogrammica,Strix leptogrammica,0.4345,409890_source1.wav
9.0,12.0,Strix leptogrammica,Strix leptogrammica,0.3056,409890_source1.wav
12.0,15.0,Strix leptogrammica,Strix leptogrammica,0.3939,409890_source1.wav
15.0,18.0,Strix leptogrammica,Strix leptogrammica,0.3188,409890_source1.wav
24.0,27.0,Strix leptogrammica,Strix leptogrammica,0.2726,409890_source1.wav
30.0,33.0,Strix leptogrammica,Strix leptogrammica,0.2771,409890_source1.wav
33.0,36.0,Strix leptogrammica,Strix leptogrammica,0.3585,409890_source1.wav
36.0,39.0,Ninox sumbaensis,Ninox sumbaensis,0.3105,409890_source1.wav
39.0,42.0,Strix leptogrammica,Strix leptogrammica,0.3235,409890_source1.wav
39.0,42.0,Ninox sumbaensis,Ninox sumbaensis,0.2902,409890_source1.wav
42.0,45.0,Strix leptogrammica,Strix leptogrammica,0.3069,409890_source1.wav
42.0,45.0,Ninox sumbaensis,Ninox sumbaensis,0.2702,409890_source1.wav
0.0,3.0,Mulleripicus pulverulentus,Great Slaty Woodpecker,0.9997,413817_source0.wav
0.0,3.0,Mulleripicus pulverulentus,Mulleripicus pulverulentus,0.9855,413817_source0.wav
3.0,6.0,Mulleripicus pulverulentus,Great Slaty Woodpecker,0.9996,413817_source0.wav
3.0,6.0,Mulleripicus pulverulentus,Mulleripicus pulverulentus,0.9863,413817_source0.wav
6.0,9.0,Mulleripicus pulverulentus,Great Slaty Woodpecker,0.9989,413817_source0.wav
6.0,9.0,Mulleripicus pulverulentus,Mulleripicus pulverulentus,0.9569,413817_source0.wav
9.0,12.0,Mulleripicus pulverulentus,Great Slaty Woodpecker,0.9996,413817_source0.wav
9.0,12.0,Mulleripicus pulverulentus,Mulleripicus pulverulentus,0.9920,413817_source0.wav
12.0,15.0,Mulleripicus pulverulentus,Great Slaty Woodpecker,0.9992,413817_source0.wav
12.0,15.0,Mulleripicus pulverulentus,Mulleripicus pulverulentus,0.9762,413817_source0.wav
15.0,18.0,Mulleripicus pulverulentus,Great Slaty Woodpecker,0.9997,413817_source0.wav
15.0,18.0,Mulleripicus pulverulentus,Mulleripicus pulverulentus,0.9838,413817_source0.wav
18.0,21.0,Mulleripicus pulverulentus,Great Slaty Woodpecker,0.9998,413817_source0.wav
18.0,21.0,Mulleripicus pulverulentus,Mulleripicus pulverulentus,0.9687,413817_source0.wav
21.0,24.0,Mulleripicus pulverulentus,Great Slaty Woodpecker,0.9999,413817_source0.wav
21.0,24.0,Mulleripicus pulverulentus,Mulleripicus pulverulentus,0.9909,413817_source0.wav
24.0,27.0,Mulleripicus pulverulentus,Great Slaty Woodpecker,0.9996,413817_source0.wav
24.0,27.0,Mulleripicus pulverulentus,Mulleripicus pulverulentus,0.9851,413817_source0.wav
27.0,30.0,Mulleripicus pulverulentus,Great Slaty Woodpecker,0.9999,413817_source0.wav
27.0,30.0,Mulleripicus pulverulentus,Mulleripicus pulverulentus,0.9863,413817_source0.wav
30.0,33.0,Mulleripicus pulverulentus,Great Slaty Woodpecker,0.9868,413817_source0.wav
30.0,33.0,Mulleripicus pulverulentus,Mulleripicus pulverulentus,0.9524,413817_source0.wav
33.0,36.0,Mulleripicus pulverulentus,Great Slaty Woodpecker,0.9992,413817_source0.wav
33.0,36.0,Mulleripicus pulverulentus,Mulleripicus pulverulentus,0.9839,413817_source0.wav
36.0,39.0,Mulleripicus pulverulentus,Great Slaty Woodpecker,0.9998,413817_source0.wav
36.0,39.0,Mulleripicus pulverulentus,Mulleripicus pulverulentus,0.9901,413817_source0.wav
39.0,42.0,Mulleripicus pulverulentus,Great Slaty Woodpecker,1.0000,413817_source0.wav
39.0,42.0,Mulleripicus pulverulentus,Mulleripicus pulverulentus,0.9956,413817_source0.wav
42.0,45.0,Mulleripicus pulverulentus,Great Slaty Woodpecker,0.9965,413817_source0.wav
42.0,45.0,Mulleripicus pulverulentus,Mulleripicus pulverulentus,0.9644,413817_source0.wav
45.0,48.0,Mulleripicus pulverulentus,Great Slaty Woodpecker,0.9999,413817_source0.wav
45.0,48.0,Mulleripicus pulverulentus,Mulleripicus pulverulentus,0.9889,413817_source0.wav
